CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,Avail,WaitCap,WaitCount,WaitAvail,Room Cap
20442,MGT,06310,  1,"Full Term ... 
21-JAN to 09-MAY",Day,LEADRSHP/SUPERVIS FOR MGRS,"Banutu-Gomez, Michael B.",TR      0930 1045 BUSN 204 (Class),Main,,3,35,0,0,0,35,5,0,5,40
20443,MGT,06310,  2,"Full Term ... 
21-JAN to 09-MAY",Day,LEADRSHP/SUPERVIS FOR MGRS,"Banutu-Gomez, Michael B.",TR      1100 1215 BUSN 204 (Class),Main,,3,35,0,0,0,35,5,0,5,40
20417,MGT,06311,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,FOUNDATIONS OF ANALYTICS,"Zhu, Faye X.",TR      1700 1815 BUSN 233 (Class),Main,,3,28,0,0,0,28,5,0,5,40
20418,MGT,06311,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,FOUNDATIONS OF ANALYTICS,"Zhu, Faye X.","T       1830 1945 BUSN 233 (Class)
T       2000 2115 BUSN 233 (Class)",Main,,3,28,0,0,0,28,5,0,5,40
20424,MGT,06330,  1,"Full Term ... 
21-JAN to 09-MAY",Online,MANG INTERNATIONAL BUSINESS,"Zane, Lee Jeffrey",   ,Online,,3,30,0,0,0,30,5,0,5,
20420,MGT,06330,  2,"Full Term ... 
21-JAN to 09-MAY",Day,MANG INTERNATIONAL BUSINESS,"Zane, Lee Jeffrey",TR      0930 1045 BUSN 201 (Class),Main,,3,35,0,0,0,35,5,0,5,40
20421,MGT,06330,  3,"Full Term ... 
21-JAN to 09-MAY",Evening,MANG INTERNATIONAL BUSINESS,"Ruiz, Luis","M       1830 1945 BUSN 208 (Class)
M       2000 2115 BUSN 208 (Class)",Main,,3,35,0,0,0,35,5,0,5,40
20425,MGT,06361,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,SUPERVISED INTERNSHIP ADMIN,"Mirchandani, Dilip",W       1700 1815 BUSN 303 (Class),Main,,3,0,0,0,0,0,0,0,0,40
20426,MGT,06381,  1,"Full Term ... 
21-JAN to 09-MAY",Online,SUSTAINABLE BUSINESS,"Howell, Jordan P",   ,Online,,3,30,0,0,0,30,5,0,5,
20406,MGT,06402,  1,"Full Term ... 
21-JAN to 09-MAY",Online,BUSINESS POLICY,"D'Intino, Robert Stephen",   ,Online,,3,30,0,0,0,30,5,0,5,
20407,MGT,06402,  2,"Full Term ... 
21-JAN to 09-MAY",Online,BUSINESS POLICY,"D'Intino, Robert Stephen",   ,Online,,3,30,0,0,0,30,5,0,5,
20399,MGT,06402,  3,"Full Term ... 
21-JAN to 09-MAY",Day,BUSINESS POLICY,"Deissroth, Deborah",MW      0930 1045 BUSN 208 (Class),Main,,3,35,0,0,0,35,5,0,5,40
20400,MGT,06402,  4,"Full Term ... 
21-JAN to 09-MAY",Day,BUSINESS POLICY,"Deissroth, Deborah",MW      1100 1215 BUSN 208 (Class),Main,,3,35,0,0,0,35,5,0,5,40
20401,MGT,06402,  5,"Full Term ... 
21-JAN to 09-MAY",Day,BUSINESS POLICY,"Deissroth, Deborah",MW      1230 1345 BUSN 208 (Class),Main,,3,35,0,0,0,35,5,0,5,40
20402,MGT,06402,  6,"Full Term ... 
21-JAN to 09-MAY",Day,BUSINESS POLICY,"Jonsen, Richard Harvey",TR      1230 1345 BUSN 208 (Class),Main,,3,35,0,0,0,35,5,0,5,40
20403,MGT,06402,  7,"Full Term ... 
21-JAN to 09-MAY",Day,BUSINESS POLICY,STAFF,TR      1530 1645 BUSN 221 (Class),Main,,3,35,0,0,0,35,5,0,5,40
20405,MGT,06402,  8,"Full Term ... 
21-JAN to 09-MAY",Evening,BUSINESS POLICY,STAFF,"T       1830 1945 BUSN 208 (Class)
T       2000 2115 BUSN 208 (Class)",Main,,3,35,0,0,0,35,5,0,5,40
20409,MGT,06402, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,"BUSINESS POLICY3+1 program students only.
","Ruiz, Luis",   ,Online,,3,35,0,0,0,35,0,0,0,
20411,MGT,06402, 2C,"Full Term ... 
21-JAN to 09-MAY",Online,"BUSINESS POLICY3+1 program students only.
","Ruiz, Luis",   ,Online,,3,35,0,0,0,35,0,0,0,
20412,MGT,06402, 3C,"Full Term ... 
21-JAN to 09-MAY",Online,"BUSINESS POLICY3+1 program students only.
",STAFF,   ,Online,,3,35,0,0,0,35,0,0,0,
20395,MGT,06405,  1,"Full Term ... 
21-JAN to 09-MAY",Day,BUS MGMT SIMULATION,"Mirchandani, Dilip",MW      1530 1645 BUSN 233 (Class),Main,,3,25,0,0,0,25,5,0,5,40
20396,MGT,06405,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,BUS MGMT SIMULATION,"Mirchandani, Dilip","M       1830 1945 BUSN 233 (Class)
M       2000 2115 BUSN 233 (Class)",Main,,3,25,0,0,0,25,5,0,5,40
20397,MGT,06405,  3,"Full Term ... 
21-JAN to 09-MAY",Evening,BUS MGMT SIMULATION,STAFF,"W       1830 1945 BUSN 233 (Class)
W       2000 2115 BUSN 233 (Class)",Main,,3,25,0,0,0,25,5,0,5,40
20398,MGT,06407,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,BUSINESS ANALYTICS,STAFF,"T       1830 1945 BUSN 221 (Class)
T       2000 2115 BUSN 221 (Class)",Main,,3,35,0,0,0,35,5,0,5,40
22231,MGT,06502, 1C,"Module Three ... 
21-JAN to 17-MAR",Online,INTL BUSINESS  SOCIETY,"Billing, Tejinder Kaur",   ,Online,,3,30,0,0,0,30,0,0,0,
22232,MGT,06515,  1,"Module Three ... 
21-JAN to 17-MAR",Online,EMPLOY ENGAGE AND PERFORM,"Yang, Yang",   ,Online,,1.5,15,0,0,0,15,0,0,0,
22241,MGT,06515, 1C,"Module Four ... 
18-MAR to 12-MAY",Online,EMPLOY ENGAGE AND PERFORM,"Yang, Yang",   ,Online,,1.5,15,0,0,0,15,0,0,0,
22257,MGT,06532,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,"TPCS IN SUS, INNOV  PRBLM SOL","Howell, Jordan P","R       1830 1945 BUSN 301 (Class)
R       2000 2115 BUSN 301 (Class)",Main,,3,30,0,0,0,30,0,0,0,40
22242,MGT,06555, 1C,"Module Four ... 
18-MAR to 12-MAY",Online,PERSONAL LEADERSHIP,"Banutu-Gomez, Michael B.",   ,Online,,3,30,0,0,0,30,0,0,0,
22259,MGT,06567,  1,"Module Three ... 
21-JAN to 17-MAR",Evening,RESPONSIBLE LEADERSHIP: ALIGN,"Howell, Jordan P","M       1830 1945 BUSN 303 (Class)
M       2000 2115 BUSN 303 (Class)",Main,,1.5,15,0,0,0,15,0,0,0,40
22244,MGT,06567, 1C,"Module Four ... 
18-MAR to 12-MAY",Online,RESPONSIBLE LEADERSHIP: ALIGN,"Howell, Jordan P",   ,Online,,1.5,15,0,0,0,15,0,0,0,
22233,MGT,06601, 1C,"Module Three ... 
21-JAN to 17-MAR",Online,STRATEGIC PLANNING,"Fleming, Robert S.",   ,Online,,3,30,0,0,0,30,0,0,0,
22245,MGT,06603, 1C,"Module Four ... 
18-MAR to 12-MAY",Online,PROCESS ANALYTICS,"Roh, James",   ,Online,,3,30,0,0,0,30,0,0,0,
22253,MGT,06629,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,MANAGING ORG STRATEGY,"D'Intino, Robert Stephen","W       1830 1945 BUSN 303 (Class)
W       2000 2115 BUSN 303 (Class)",Main,,3,30,0,0,0,30,0,0,0,40
22246,MGT,06629, 1C,"Module Four ... 
18-MAR to 12-MAY",Online,MANAGING ORG STRATEGY,"Fleming, Robert S.",   ,Online,,3,25,0,0,0,25,0,0,0,
22243,MGT,06666, 1C,"Module Three ... 
21-JAN to 17-MAR",Online,MANAGING ENGINEERING TEAMS,STAFF,   ,Online,,3,30,0,0,0,30,0,0,0,
22234,MGT,07550, 1C,"Module Three ... 
21-JAN to 17-MAR",Online,OPERATIONS ANALYTICS,STAFF,   ,Online,,3,25,0,0,0,25,0,0,0,
20393,MGT,98242,  1,"Full Term ... 
21-JAN to 09-MAY",Online,"LEGAL ENVIRONMENTRCB students only.
",STAFF,   ,Online,,3,30,0,0,0,30,5,0,5,
20394,MGT,98242,  2,"Full Term ... 
21-JAN to 09-MAY",Online,"LEGAL ENVIRONMENTRCB students only.
",STAFF,   ,Online,,3,30,0,0,0,30,5,0,5,
20382,MGT,98242,  3,"Full Term ... 
21-JAN to 09-MAY",Day,LEGAL ENVIRONMENT,"Dominy, John R.","F       0930 1045 BUSN 204 (Class)
F       1100 1215 BUSN 204 (Class)",Main,,3,35,0,0,0,35,5,0,5,40
20391,MGT,98242,  4,"Full Term ... 
21-JAN to 09-MAY",Day,"LEGAL ENVIRONMENTRCB students only.
","Dominy, John R.",TR      0930 1045 BUSN 208 (Class),Main,,3,35,0,0,0,35,5,0,5,40
20392,MGT,98242,  5,"Full Term ... 
21-JAN to 09-MAY",Day,"LEGAL ENVIRONMENTRCB students only.
","Dominy, John R.",TR      1100 1215 BUSN 208 (Class),Main,,3,35,0,0,0,35,5,0,5,40
20387,MGT,98242,  6,"Full Term ... 
21-JAN to 09-MAY",Day,LEGAL ENVIRONMENT,STAFF,MW      0800 0915 BUSN 221 (Class),Main,,3,35,0,0,0,35,5,0,5,40
20390,MGT,98242,  7,"Full Term ... 
21-JAN to 09-MAY",Evening,"LEGAL ENVIRONMENTRCB students only.
",STAFF,MW      1700 1815 BUSN 221 (Class),Main,,3,35,0,0,0,35,5,0,5,40
20388,MGT,98242,  8,"Full Term ... 
21-JAN to 09-MAY",Evening,LEGAL ENVIRONMENT,STAFF,"W       1830 1945 BUSN 204 (Class)
W       2000 2115 BUSN 204 (Class)",Main,,3,35,0,0,0,35,5,0,5,40
